"","students","week","commitment_level","Task done on time 1","Task done on time 2","Work accepted by others 1","Work accepted by others 2","Positive tone 1","Positive tone 2","Initiate conversations 1","Initiate conversations 2","Help others 1","Help others 2","Completes more tasks 1","Completes more tasks 2","Assigns tasks 1","Assigns tasks 2","Review work from others 1","Review work from others 2","Initiate meeting 1","Initiate meeting 2"
"37",2,"10","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"38",2,"11","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"39",2,"12","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"40",3,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"41",3,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"42",3,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"43",3,"3","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"44",3,"4","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"45",3,"5","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"46",3,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"47",3,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"48",3,"8","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"49",3,"9","low",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"50",3,"10","low",1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
"51",3,"11","low",0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"52",3,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"53",4,"0","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"54",4,"1","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"55",4,"2","low",0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"56",4,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"57",4,"4","low",0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"58",4,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"59",4,"6","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"60",4,"7","low",1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"61",4,"8","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"62",4,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"63",4,"10","low",0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"64",4,"11","low",0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"65",4,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"66",5,"0","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"67",5,"1","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"68",5,"2","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"69",5,"3","low",1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"70",5,"4","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"71",5,"5","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"72",5,"6","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"73",5,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"74",5,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"75",5,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"76",5,"10","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"77",5,"11","low",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"78",5,"12","low",0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"79",6,"0","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
"80",6,"1","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"81",6,"2","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"82",6,"3","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"83",6,"4","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"84",6,"5","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"85",6,"6","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"86",6,"7","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"87",6,"8","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
"88",6,"9","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
"89",6,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"90",6,"11","low",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"91",6,"12","low",0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
"92",7,"0","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"93",7,"1","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"94",7,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"95",7,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"96",7,"4","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"97",7,"5","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"98",7,"6","low",0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"99",7,"7","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"100",7,"8","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"101",7,"9","low",1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
"102",7,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"103",7,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"104",7,"12","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"105",8,"0","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"106",8,"1","low",0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"107",8,"2","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"108",8,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"109",8,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"110",8,"5","low",1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
"111",8,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"112",8,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"113",8,"8","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"114",8,"9","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"115",8,"10","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"116",8,"11","low",1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"117",8,"12","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"118",9,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"119",9,"1","low",1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"120",9,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"121",9,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"122",9,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"123",9,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"124",9,"6","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"125",9,"7","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"126",9,"8","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
"127",9,"9","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"128",9,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"129",9,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"130",9,"12","low",1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
"131",10,"0","low",0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
"132",10,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"133",10,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"134",10,"3","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"135",10,"4","low",1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"136",10,"5","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"137",10,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"138",10,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"139",10,"8","low",1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
"140",10,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"141",10,"10","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"142",10,"11","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"143",10,"12","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"144",11,"0","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"145",11,"1","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"146",11,"2","low",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"147",11,"3","low",1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
"148",11,"4","low",1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
"149",11,"5","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"150",11,"6","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"151",11,"7","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
"152",11,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"153",11,"9","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"154",11,"10","low",0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"155",11,"11","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"156",11,"12","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"157",12,"0","low",0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
"158",12,"1","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"159",12,"2","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"160",12,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"161",12,"4","low",1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"162",12,"5","low",1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
"163",12,"6","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"164",12,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"165",12,"8","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"166",12,"9","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"167",12,"10","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"168",12,"11","low",0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"169",12,"12","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0
"170",13,"0","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"171",13,"1","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"172",13,"2","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"173",13,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"174",13,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"175",13,"5","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
"176",13,"6","low",1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"177",13,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"178",13,"8","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"179",13,"9","low",0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"180",13,"10","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"181",13,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"182",13,"12","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"183",14,"0","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"184",14,"1","low",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"185",14,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"186",14,"3","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0
"187",14,"4","low",1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"188",14,"5","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
"189",14,"6","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"190",14,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"191",14,"8","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"192",14,"9","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"193",14,"10","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"194",14,"11","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"195",14,"12","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"196",15,"0","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"197",15,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"198",15,"2","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"199",15,"3","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"200",15,"4","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"201",15,"5","low",1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"202",15,"6","low",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"203",15,"7","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"204",15,"8","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"205",15,"9","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"206",15,"10","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"207",15,"11","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"208",15,"12","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"209",16,"0","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"210",16,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"211",16,"2","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"212",16,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"213",16,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"214",16,"5","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"215",16,"6","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"216",16,"7","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"217",16,"8","low",0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
"218",16,"9","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"219",16,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"220",16,"11","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"221",16,"12","low",0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"222",17,"0","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"223",17,"1","low",1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"224",17,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"225",17,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"226",17,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"227",17,"5","low",1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
"228",17,"6","low",1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
"229",17,"7","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"230",17,"8","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"231",17,"9","low",0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"232",17,"10","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"233",17,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"234",17,"12","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"235",18,"0","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"236",18,"1","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"237",18,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"238",18,"3","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"239",18,"4","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"240",18,"5","low",1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"241",18,"6","low",1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
"242",18,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"243",18,"8","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"244",18,"9","low",0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
"245",18,"10","low",1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"246",18,"11","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0
"247",18,"12","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"248",19,"0","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"249",19,"1","low",0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"250",19,"2","low",1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"251",19,"3","low",0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
"252",19,"4","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"253",19,"5","low",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"254",19,"6","low",0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
"255",19,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"256",19,"8","low",1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"257",19,"9","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
"258",19,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"259",19,"11","low",0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"260",19,"12","low",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"261",20,"0","low",1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
"262",20,"1","low",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"263",20,"2","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"264",20,"3","low",0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"265",20,"4","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"266",20,"5","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
"267",20,"6","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
"268",20,"7","low",0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
"269",20,"8","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"270",20,"9","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"271",20,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"272",20,"11","low",0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"273",20,"12","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"274",21,"0","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0
"275",21,"1","low",0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
"276",21,"2","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"277",21,"3","low",1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"278",21,"4","low",0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
"279",21,"5","low",0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0
"280",21,"6","low",0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"281",21,"7","low",0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
"282",21,"8","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"283",21,"9","low",1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
"284",21,"10","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"285",21,"11","low",0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
"286",21,"12","low",0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"287",22,"0","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"288",22,"1","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"289",22,"2","low",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"290",22,"3","low",0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
"291",22,"4","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"292",22,"5","low",1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"293",22,"6","low",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"294",22,"7","low",0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"295",22,"8","low",0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"296",22,"9","low",1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
